Sexo,Altura,Peso
F,1.57,56.16
F,1.61,55.87
F,1.54,54.63
F,1.61,60.39
F,1.56,53.36
F,1.59,55.68
F,1.63,62.52
F,1.67,71.34
F,1.62,54.81
F,1.55,49.7
F,1.5,48.13
F,1.59,64.76
F,1.57,51.55
F,1.57,59.6
F,1.47,47.69
F,1.71,66.84
F,1.57,54.27
F,1.66,72.16
F,1.59,58.13
F,1.63,73.72
F,1.61,59.88
F,1.62,65.54
F,1.59,55.69
F,1.57,50.34
F,1.59,58.42
F,1.53,51.2
F,1.57,64.15
F,1.68,73.74
F,1.56,56.48
F,1.58,64.12
F,1.57,54.16
F,1.57,55.58
F,1.64,62.83
F,1.49,50.5
F,1.61,61.94
F,1.58,56.27
F,1.67,70.72
F,1.65,64.17
F,1.69,55.69
F,1.55,51.49
F,1.61,55.82
F,1.64,65.23
F,1.76,82.48
F,1.58,48.53
F,1.62,57.59
F,1.71,79.07
F,1.7,69.93
F,1.53,60.57
F,1.57,64.22
F,1.68,66.48
F,1.73,77.82
F,1.73,65.46
F,1.55,49.18
F,1.61,66.05
F,1.68,67.43
F,1.67,65.01
F,1.64,75.81
F,1.71,72.55
F,1.56,51.32
F,1.65,61.43
F,1.53,59.25
F,1.61,57.74
F,1.57,52.96
F,1.61,60.0
F,1.52,52.46
F,1.63,63.95
F,1.63,62.93
F,1.53,49.46
F,1.62,60.31
F,1.61,61.12
F,1.55,47.4
F,1.63,69.38
F,1.57,56.82
F,1.57,65.4
F,1.52,46.13
F,1.61,61.42
F,1.65,64.08
F,1.58,60.11
F,1.52,46.31
F,1.64,62.22
F,1.56,67.18
F,1.63,70.34
F,1.56,54.75
F,1.64,61.25
F,1.63,60.48
F,1.74,81.13
F,1.63,66.54
F,1.61,66.97
F,1.65,62.85
F,1.68,62.27
F,1.56,53.13
F,1.64,69.36
F,1.54,53.56
F,1.76,74.29
F,1.68,71.57
F,1.66,65.01
F,1.5,49.83
F,1.65,64.2
F,1.53,52.34
F,1.63,72.27
F,1.5,49.75
F,1.64,62.46
F,1.66,56.01
F,1.7,64.95
F,1.61,61.61
F,1.46,40.72
F,1.74,79.18
F,1.67,68.38
F,1.63,55.22
F,1.69,68.48
F,1.69,70.75
F,1.69,73.75
F,1.62,63.14
F,1.45,42.75
F,1.69,57.65
F,1.54,54.85
F,1.71,76.97
F,1.6,53.08
F,1.52,47.92
F,1.56,57.31
F,1.67,66.76
F,1.67,66.74
F,1.57,52.51
F,1.7,63.87
F,1.57,56.82
F,1.53,57.58
F,1.65,63.68
F,1.56,60.89
F,1.72,78.09
F,1.64,65.07
F,1.65,68.57
F,1.65,68.54
F,1.65,68.24
F,1.73,72.16
F,1.68,58.67
F,1.46,51.01
F,1.6,59.64
F,1.51,57.63
F,1.47,52.79
F,1.47,44.32
F,1.49,49.15
F,1.66,64.73
F,1.65,66.72
F,1.6,52.6
F,1.66,62.52
F,1.68,69.31
F,1.61,59.61
F,1.51,48.7
F,1.62,67.3
F,1.58,51.67
F,1.62,62.04
F,1.64,63.12
F,1.58,61.53
F,1.55,61.27
F,1.6,62.97
F,1.61,65.71
F,1.52,49.61
F,1.72,77.89
F,1.6,66.16
F,1.61,66.95
F,1.59,52.74
F,1.59,54.84
F,1.61,53.27
F,1.6,57.2
F,1.48,59.6
F,1.65,72.93
F,1.62,65.27
F,1.66,65.5
F,1.65,56.79
F,1.63,68.62
F,1.53,56.91
F,1.64,69.35
F,1.7,74.99
F,1.83,80.72
F,1.65,79.13
F,1.54,49.31
F,1.56,61.1
F,1.66,77.62
F,1.62,60.68
F,1.63,65.35
F,1.56,60.29
F,1.62,58.1
F,1.49,48.24
F,1.64,66.24
F,1.66,68.19
F,1.57,58.31
F,1.44,45.3
F,1.5,46.73
F,1.61,57.75
F,1.54,50.42
F,1.59,58.71
F,1.77,73.77
F,1.68,74.78
F,1.55,51.9
F,1.68,67.8
F,1.71,65.45
F,1.63,73.73
F,1.61,57.54
F,1.68,67.85
F,1.58,53.44
F,1.62,66.36
F,1.61,54.93
F,1.65,60.58
F,1.57,51.65
F,1.62,54.7
F,1.67,71.91
F,1.66,71.69
F,1.5,56.34
F,1.65,59.04
F,1.59,57.51
F,1.65,71.65
F,1.53,52.35
F,1.5,48.14
F,1.62,63.44
F,1.58,56.32
F,1.66,69.77
F,1.63,61.25
F,1.72,71.65
F,1.61,65.19
F,1.54,48.46
F,1.55,52.52
F,1.6,53.47
F,1.73,68.1
F,1.54,56.95
F,1.46,44.74
F,1.49,54.54
F,1.59,45.46
F,1.64,69.65
F,1.6,58.27
F,1.7,65.47
F,1.55,48.21
F,1.69,70.47
F,1.62,66.17
F,1.6,61.79
F,1.56,52.42
F,1.68,66.03
F,1.56,53.35
F,1.54,51.72
F,1.58,59.75
F,1.71,76.48
F,1.71,72.7
F,1.66,64.48
F,1.63,57.41
F,1.7,69.84
F,1.64,65.21
F,1.67,63.65
F,1.56,60.14
F,1.65,56.11
F,1.6,63.67
F,1.56,55.82
F,1.63,62.14
F,1.68,57.32
F,1.59,57.34
F,1.58,63.13
F,1.57,64.34
F,1.6,56.65
F,1.61,68.62
F,1.62,55.69
F,1.49,48.11
F,1.66,66.66
F,1.6,58.65
F,1.6,57.37
F,1.57,57.56
F,1.55,51.21
F,1.64,65.29
F,1.69,65.5
F,1.57,60.14
F,1.6,64.17
F,1.71,67.4
F,1.59,54.92
F,1.72,78.11
F,1.6,64.3
F,1.62,55.01
F,1.44,42.52
F,1.73,74.29
F,1.58,66.22
F,1.76,71.15
F,1.6,61.97
F,1.47,46.3
F,1.65,56.75
F,1.54,53.06
F,1.71,68.21
F,1.63,62.69
F,1.55,61.42
F,1.57,57.71
F,1.7,67.5
F,1.58,59.47
F,1.7,70.68
F,1.64,69.32
F,1.67,67.49
F,1.57,56.9
F,1.63,51.03
F,1.64,62.64
F,1.58,67.11
F,1.59,63.67
F,1.6,70.43
F,1.63,68.07
F,1.71,71.07
F,1.63,62.73
F,1.67,70.8
F,1.61,68.6
F,1.78,84.3
F,1.67,65.83
F,1.62,56.77
F,1.67,69.55
F,1.39,35.65
F,1.57,57.71
F,1.71,77.54
F,1.7,70.17
F,1.62,64.86
F,1.48,48.43
F,1.5,47.17
F,1.66,61.21
F,1.57,56.43
F,1.68,69.86
F,1.72,67.07
F,1.66,66.68
F,1.62,61.21
F,1.7,82.46
F,1.67,75.03
F,1.58,54.73
F,1.49,50.14
F,1.86,86.21
F,1.63,63.61
F,1.55,56.45
F,1.53,52.17
F,1.69,69.07
F,1.62,59.62
F,1.67,65.81
F,1.57,60.08
F,1.69,64.84
F,1.73,72.02
F,1.74,74.44
F,1.58,47.69
F,1.6,66.63
F,1.44,38.17
F,1.62,58.25
F,1.65,63.17
F,1.57,60.22
F,1.72,69.02
F,1.59,60.46
F,1.57,53.87
F,1.56,60.19
F,1.68,63.73
F,1.7,70.89
F,1.67,68.98
F,1.63,64.78
F,1.58,58.67
F,1.54,53.58
F,1.63,58.87
F,1.53,56.69
F,1.52,46.47
F,1.54,54.85
F,1.72,71.92
F,1.67,67.61
F,1.59,64.65
F,1.6,57.0
F,1.74,79.37
F,1.62,66.51
F,1.7,73.75
F,1.51,56.64
F,1.58,54.62
F,1.64,67.66
F,1.72,73.18
F,1.62,64.85
F,1.65,70.58
F,1.61,68.96
F,1.62,65.01
F,1.67,63.0
F,1.71,79.38
F,1.63,56.97
F,1.7,70.07
F,1.45,44.81
F,1.59,53.26
F,1.62,62.94
F,1.72,73.55
F,1.52,51.65
F,1.56,57.28
F,1.51,43.51
F,1.63,62.91
F,1.55,51.33
F,1.64,62.66
F,1.67,69.52
F,1.51,49.62
F,1.66,69.36
F,1.67,70.12
F,1.7,68.9
F,1.55,57.63
F,1.54,57.8
F,1.55,58.26
F,1.75,70.62
F,1.64,68.71
F,1.65,67.79
F,1.58,52.82
F,1.71,72.97
F,1.5,42.97
F,1.69,64.1
F,1.59,69.22
F,1.56,57.14
F,1.64,65.09
F,1.5,53.87
F,1.64,69.37
F,1.61,62.69
F,1.52,52.4
F,1.7,77.64
F,1.52,53.88
F,1.63,61.67
F,1.72,76.61
F,1.56,47.31
F,1.58,58.95
F,1.57,60.18
F,1.79,81.67
F,1.57,49.06
F,1.63,63.76
F,1.6,56.87
F,1.61,63.02
F,1.62,67.04
F,1.64,67.09
F,1.6,62.58
F,1.77,80.91
F,1.67,72.22
F,1.7,76.23
F,1.68,65.62
F,1.6,61.86
F,1.57,57.55
F,1.46,57.21
F,1.49,43.89
F,1.6,62.55
F,1.54,54.49
F,1.71,70.99
F,1.54,56.15
F,1.6,73.97
F,1.68,65.2
F,1.54,59.84
F,1.59,55.52
F,1.59,60.04
F,1.66,64.65
F,1.54,57.47
F,1.53,39.03
F,1.65,64.32
F,1.63,56.68
F,1.66,61.78
F,1.58,61.65
F,1.66,62.84
F,1.73,76.2
F,1.64,63.28
F,1.59,59.91
F,1.54,49.95
F,1.52,51.55
F,1.55,52.46
F,1.68,69.99
F,1.55,59.99
F,1.59,59.95
F,1.6,60.58
F,1.62,59.97
F,1.68,66.13
F,1.65,62.78
F,1.45,46.13
F,1.48,47.97
F,1.69,67.88
F,1.61,57.12
F,1.55,58.0
F,1.76,73.73
F,1.59,58.58
F,1.62,51.73
F,1.64,66.91
F,1.72,62.64
F,1.59,56.9
F,1.53,55.75
F,1.56,49.77
F,1.68,61.06
F,1.55,49.75
F,1.68,71.5
F,1.66,63.37
F,1.61,61.84
F,1.53,54.19
F,1.61,61.98
F,1.61,60.59
F,1.62,66.98
F,1.64,63.64
F,1.64,59.1
F,1.55,55.8
F,1.59,66.43
F,1.52,59.59
F,1.61,59.26
F,1.62,63.79
F,1.61,67.99
F,1.55,53.7
F,1.62,65.66
F,1.64,59.47
F,1.59,71.79
F,1.52,56.55
F,1.62,60.92
F,1.65,67.58
F,1.62,65.61
F,1.7,73.46
F,1.59,61.23
F,1.7,72.05
F,1.62,53.73
F,1.71,71.92
F,1.52,54.87
F,1.56,54.53
F,1.59,62.4
F,1.56,57.88
F,1.63,62.87
F,1.61,62.69
F,1.68,69.16
F,1.58,56.57
F,1.61,61.11
F,1.65,68.36
F,1.45,41.57
F,1.63,58.6
F,1.52,46.04
F,1.64,56.35
F,1.78,79.4
F,1.68,68.86
F,1.58,64.58
F,1.58,65.11
F,1.58,55.39
F,1.7,70.77
F,1.64,62.3
F,1.66,62.81
F,1.7,72.39
F,1.55,58.07
F,1.52,45.7
F,1.55,47.04
F,1.6,59.75
F,1.54,48.71
F,1.69,74.88
F,1.64,64.13
F,1.45,42.86
F,1.66,68.32
F,1.57,59.98
F,1.48,44.69
F,1.6,55.44
F,1.68,64.7
F,1.59,67.47
F,1.65,64.34
F,1.79,87.16
F,1.53,52.98
F,1.57,62.99
F,1.46,45.08
F,1.49,41.52
F,1.5,45.05
F,1.64,64.17
F,1.6,67.63
F,1.66,62.15
F,1.58,58.63
F,1.61,61.83
F,1.48,50.16
F,1.61,65.95
F,1.59,59.47
F,1.75,78.37
F,1.65,66.99
F,1.44,46.96
F,1.58,60.87
F,1.59,57.52
F,1.53,50.81
F,1.65,64.6
F,1.64,67.89
F,1.49,52.8
F,1.65,67.85
F,1.67,70.69
F,1.56,48.86
F,1.62,60.46
F,1.64,56.75
F,1.54,45.87
F,1.55,49.67
F,1.57,55.31
F,1.56,56.7
F,1.52,51.27
F,1.64,67.76
F,1.74,68.64
F,1.61,59.1
F,1.58,57.22
F,1.56,66.02
F,1.68,62.82
F,1.46,49.05
F,1.58,56.22
F,1.66,66.19
F,1.7,75.95
F,1.65,65.26
F,1.72,67.35
F,1.54,61.98
F,1.49,46.65
F,1.61,59.16
F,1.7,66.02
F,1.55,56.2
F,1.59,64.66
F,1.57,51.92
F,1.53,48.97
F,1.58,62.03
F,1.66,63.93
F,1.62,64.5
F,1.62,63.19
F,1.64,66.8
F,1.7,74.14
F,1.44,41.55
F,1.77,78.07
F,1.61,62.1
F,1.63,57.78
F,1.59,53.15
F,1.59,57.6
F,1.66,65.66
F,1.72,73.94
F,1.72,75.65
F,1.67,70.67
F,1.67,71.15
F,1.53,56.18
F,1.67,70.42
F,1.55,52.04
F,1.77,75.89
F,1.69,75.26
F,1.63,57.99
F,1.61,62.82
F,1.68,64.23
F,1.5,53.15
F,1.57,57.52
F,1.65,70.0
F,1.6,60.56
F,1.51,46.02
F,1.49,51.24
F,1.68,74.85
F,1.76,84.46
F,1.68,69.54
F,1.66,64.06
F,1.65,66.07
F,1.63,65.7
F,1.4,40.28
F,1.63,62.95
F,1.61,60.18
F,1.62,61.61
F,1.61,59.0
F,1.69,69.05
F,1.72,69.0
F,1.64,70.4
F,1.74,75.25
F,1.62,65.87
F,1.65,66.14
F,1.54,50.98
F,1.51,46.63
F,1.57,60.44
F,1.57,53.62
F,1.6,57.09
F,1.53,46.05
F,1.52,48.47
F,1.66,74.09
F,1.62,68.04
F,1.63,61.35
F,1.56,54.9
F,1.72,69.9
F,1.52,47.16
F,1.72,73.89
F,1.76,75.58
F,1.75,71.36
F,1.69,67.4
F,1.6,64.66
F,1.6,58.16
F,1.54,56.18
F,1.68,73.05
F,1.6,60.9
F,1.61,61.11
F,1.69,65.69
F,1.59,62.25
F,1.67,74.7
F,1.54,47.27
F,1.59,59.55
F,1.56,56.36
F,1.57,62.01
F,1.47,43.06
F,1.54,51.73
F,1.58,58.79
F,1.68,70.93
F,1.56,60.41
F,1.54,50.99
F,1.66,62.13
F,1.58,50.33
F,1.56,53.85
F,1.62,64.57
F,1.67,72.5
F,1.51,45.2
F,1.6,53.81
F,1.66,63.13
F,1.64,73.75
F,1.68,66.93
F,1.69,79.07
F,1.56,56.9
F,1.63,62.73
F,1.62,63.98
F,1.53,59.44
F,1.65,66.05
F,1.64,64.66
F,1.58,63.23
F,1.5,54.96
F,1.59,46.65
F,1.62,65.05
F,1.6,51.76
F,1.63,60.97
F,1.56,55.0
F,1.74,71.08
F,1.56,49.16
F,1.67,69.44
F,1.5,52.04
F,1.62,62.77
F,1.63,68.34
F,1.5,46.89
F,1.68,75.21
F,1.7,74.19
F,1.54,55.67
F,1.67,68.46
F,1.62,66.97
F,1.7,75.07
F,1.67,74.16
F,1.69,70.77
F,1.54,54.06
F,1.66,64.82
F,1.61,53.87
F,1.62,58.78
F,1.55,50.21
F,1.64,66.47
F,1.58,53.96
F,1.79,83.69
F,1.6,57.34
F,1.69,73.66
F,1.67,65.58
F,1.49,47.83
F,1.64,57.46
F,1.65,64.12
F,1.67,71.17
F,1.75,75.22
F,1.56,59.16
F,1.69,74.43
F,1.66,76.81
F,1.62,70.93
F,1.5,59.59
F,1.55,57.04
F,1.62,62.68
F,1.57,60.28
F,1.6,59.71
F,1.76,80.86
F,1.61,58.18
F,1.55,56.43
F,1.57,57.33
F,1.52,54.62
F,1.62,63.42
F,1.61,60.82
F,1.65,68.76
F,1.61,60.04
F,1.59,49.28
F,1.57,61.69
F,1.56,49.47
F,1.64,64.97
F,1.56,55.33
F,1.61,58.31
F,1.55,55.54
F,1.64,59.71
F,1.66,63.22
F,1.54,51.52
F,1.62,67.96
F,1.65,64.45
F,1.52,43.7
F,1.56,53.45
F,1.69,67.29
F,1.57,50.31
F,1.69,82.37
F,1.68,64.13
F,1.48,47.99
F,1.65,59.22
F,1.6,58.24
F,1.57,52.97
F,1.64,64.46
F,1.73,74.47
F,1.59,55.79
F,1.59,57.1
F,1.68,68.58
F,1.65,61.51
F,1.58,62.22
F,1.63,59.0
F,1.68,71.63
F,1.57,50.73
F,1.56,49.0
F,1.64,60.13
F,1.55,56.22
F,1.65,65.03
F,1.7,69.81
F,1.68,70.61
F,1.58,55.58
F,1.59,57.72
F,1.55,56.61
F,1.65,70.26
F,1.72,69.59
F,1.53,57.46
F,1.64,61.93
F,1.6,63.57
F,1.71,69.46
F,1.56,65.14
F,1.67,68.78
F,1.58,58.16
F,1.68,69.28
F,1.55,57.69
F,1.55,46.78
F,1.59,55.19
F,1.6,66.01
F,1.63,64.05
F,1.73,78.7
F,1.65,68.82
F,1.72,73.44
F,1.63,69.06
F,1.72,75.66
F,1.58,64.36
F,1.64,61.55
F,1.64,57.34
F,1.71,70.98
F,1.63,62.33
F,1.59,62.43
F,1.68,72.41
F,1.52,57.33
F,1.75,75.35
F,1.58,66.59
F,1.6,63.78
F,1.63,64.35
F,1.6,60.15
F,1.63,59.73
F,1.49,50.81
F,1.68,69.28
F,1.6,59.86
F,1.59,51.78
F,1.58,54.5
F,1.67,70.56
F,1.68,78.19
F,1.61,61.23
F,1.64,70.17
F,1.65,45.8
F,1.66,61.9
F,1.66,65.32
F,1.58,62.87
F,1.68,76.61
F,1.73,75.1
F,1.63,62.03
F,1.47,53.29
F,1.55,52.26
F,1.63,58.73
F,1.62,63.65
F,1.64,69.11
F,1.71,66.98
F,1.58,58.44
F,1.67,64.97
F,1.61,62.68
F,1.61,60.33
F,1.58,57.56
F,1.64,68.22
F,1.62,58.04
F,1.57,56.68
F,1.58,58.22
F,1.71,68.95
F,1.74,79.09
F,1.7,70.31
F,1.69,66.11
F,1.53,61.98
F,1.53,57.47
F,1.69,71.02
F,1.59,56.99
F,1.63,65.54
F,1.58,50.93
F,1.57,56.78
F,1.65,56.88
F,1.57,52.13
F,1.83,85.47
F,1.53,56.52
F,1.58,50.46
F,1.48,41.86
F,1.63,61.5
F,1.59,59.41
F,1.71,73.43
F,1.72,78.63
F,1.49,45.74
F,1.57,56.11
F,1.62,66.51
F,1.53,55.11
F,1.58,61.78
F,1.65,68.39
F,1.72,66.8
F,1.72,72.34
F,1.62,62.07
F,1.6,61.66
F,1.66,62.12
F,1.65,63.07
F,1.57,59.96
F,1.61,65.98
F,1.55,47.76
F,1.75,80.21
F,1.59,67.88
F,1.6,64.14
F,1.53,53.71
F,1.64,65.42
F,1.69,69.26
F,1.52,58.57
F,1.6,56.2
F,1.61,54.13
F,1.57,51.13
F,1.75,76.94
F,1.59,52.21
F,1.67,67.01
F,1.75,87.38
F,1.61,59.0
F,1.64,64.93
F,1.56,48.21
F,1.59,55.21
F,1.68,69.51
F,1.7,67.04
F,1.52,50.27
F,1.68,72.92
F,1.63,65.98
F,1.55,61.25
F,1.61,61.24
F,1.72,72.69
F,1.5,48.91
F,1.7,60.43
F,1.62,72.09
F,1.71,75.0
F,1.65,62.55
F,1.57,53.05
F,1.53,52.27
F,1.68,69.57
F,1.69,69.65
F,1.46,43.67
F,1.52,50.17
F,1.56,55.75
F,1.71,73.23
F,1.61,65.28
F,1.65,57.62
F,1.57,53.89
F,1.79,88.79
F,1.58,50.78
F,1.77,88.1
F,1.81,73.62
F,1.64,54.28
F,1.76,78.99
F,1.54,46.88
F,1.73,83.53
F,1.57,63.1
F,1.6,58.84
F,1.71,71.79
F,1.55,52.81
F,1.64,63.04
F,1.59,65.21
F,1.47,35.16
F,1.6,58.08
F,1.61,60.68
F,1.69,69.4
F,1.57,49.99
F,1.67,71.54
F,1.59,62.56
F,1.61,59.61
F,1.64,67.04
F,1.63,66.93
F,1.74,70.93
F,1.54,57.33
F,1.55,52.2
F,1.6,59.46
F,1.56,60.77
F,1.74,82.27
F,1.63,62.98
F,1.55,60.31
F,1.61,55.64
F,1.66,61.59
F,1.68,63.38
F,1.66,66.87
F,1.64,66.53
F,1.55,59.09
F,1.66,65.27
F,1.65,61.03
F,1.7,70.17
F,1.59,73.15
F,1.6,56.75
F,1.64,68.37
F,1.52,51.1
F,1.53,47.36
F,1.55,57.98
F,1.7,65.7
F,1.72,76.52
F,1.67,58.51
F,1.56,47.35
F,1.56,55.02
F,1.57,53.86
F,1.53,43.72
F,1.53,54.51
F,1.57,51.27
F,1.72,73.62
F,1.58,64.08
F,1.6,53.91
F,1.57,61.86
F,1.56,58.04
F,1.59,60.86
F,1.49,44.62
F,1.6,58.1
F,1.5,45.57
F,1.69,62.19
F,1.63,60.72
F,1.61,55.23
F,1.65,70.66
F,1.7,71.88
F,1.59,61.59
F,1.55,59.57
F,1.56,57.15
F,1.67,69.67
F,1.47,50.81
F,1.49,46.96
F,1.59,53.91
F,1.57,60.57
F,1.55,57.9
F,1.56,53.75
F,1.55,55.59
F,1.52,48.43
F,1.42,39.59
F,1.49,50.26
F,1.59,58.75
F,1.52,53.73
F,1.67,64.85
F,1.5,47.59
F,1.6,57.53
F,1.73,80.82
F,1.59,62.77
F,1.69,73.35
F,1.68,74.31
F,1.59,58.03
F,1.59,56.67
F,1.73,73.98
F,1.56,48.77
F,1.62,60.94
F,1.74,69.72
F,1.59,72.85
F,1.62,61.33
F,1.62,57.07
F,1.54,57.74
F,1.61,58.57
F,1.65,66.42
F,1.64,66.77
F,1.51,45.76
F,1.59,60.35
F,1.6,61.3
F,1.63,68.79
F,1.63,58.15
F,1.62,72.84
F,1.71,66.67
F,1.68,65.22
F,1.69,76.71
F,1.6,62.18
F,1.63,59.59
F,1.56,55.85
F,1.59,55.25
F,1.72,67.91
F,1.57,57.31
F,1.73,62.98
F,1.64,60.41
F,1.63,68.74
F,1.67,61.43
F,1.6,63.21
F,1.59,48.48
F,1.49,43.43
F,1.61,65.76
F,1.58,55.57
F,1.45,44.95
F,1.62,65.17
F,1.56,54.09
F,1.72,72.35
F,1.56,53.59
F,1.57,54.33
F,1.56,54.92
F,1.55,55.67
F,1.55,49.54
F,1.6,56.46
F,1.65,66.52
F,1.62,63.9
F,1.53,45.43
F,1.67,72.32
F,1.59,52.57
F,1.66,73.5
F,1.54,50.51
F,1.5,49.03
F,1.58,54.9
F,1.65,59.68
F,1.63,65.11
F,1.59,55.23
F,1.63,66.26
F,1.55,55.94
F,1.62,62.04
F,1.63,70.05
F,1.56,63.94
F,1.46,42.81
F,1.78,79.2
F,1.75,73.08
F,1.64,59.58
F,1.57,59.1
F,1.71,70.79
F,1.69,71.07
F,1.57,46.58
F,1.72,75.5
F,1.65,64.98
F,1.66,68.2
F,1.62,54.92
F,1.54,50.21
F,1.57,55.35
F,1.53,56.56
F,1.64,64.45
F,1.52,52.79
F,1.62,57.48
F,1.59,59.94
F,1.49,46.88
F,1.57,51.0
F,1.53,51.84
F,1.63,57.44
F,1.66,72.85
F,1.69,70.99
F,1.78,74.36
F,1.52,43.51
F,1.6,57.96
F,1.51,47.19
F,1.65,66.15
F,1.57,64.59
F,1.56,59.7
F,1.52,48.86
F,1.58,60.98
F,1.56,55.8
F,1.65,69.57
F,1.69,68.91
F,1.55,64.05
F,1.58,66.83
F,1.61,55.17
F,1.55,48.12
F,1.5,48.11
F,1.65,68.98
F,1.6,61.71
F,1.65,68.1
F,1.68,69.44
F,1.51,57.6
F,1.69,76.59
F,1.69,62.86
F,1.65,72.02
F,1.61,56.88
F,1.64,61.43
F,1.73,69.44
F,1.54,50.51
F,1.65,70.2
F,1.51,56.43
F,1.7,68.64
F,1.81,84.21
F,1.66,65.54
F,1.71,74.08
F,1.6,64.66
F,1.55,52.56
F,1.66,62.27
F,1.5,50.16
F,1.6,64.26
F,1.6,53.98
F,1.68,69.14
F,1.69,73.02
F,1.53,52.73
F,1.63,68.89
F,1.61,70.15
F,1.73,69.14
F,1.66,63.53
F,1.6,54.26
F,1.61,58.28
F,1.69,73.09
F,1.69,69.2
F,1.58,57.39
F,1.51,52.26
F,1.57,55.64
F,1.72,73.17
F,1.64,72.62
F,1.52,54.83
F,1.56,55.36
F,1.53,51.18
F,1.56,62.18
F,1.66,67.15
F,1.46,47.96
F,1.65,60.9
F,1.63,67.09
F,1.61,62.68
F,1.58,63.78
F,1.71,76.26
F,1.64,60.44
F,1.61,62.7
F,1.62,62.35
F,1.54,54.73
F,1.56,50.12
F,1.63,55.28
F,1.53,50.03
F,1.7,74.74
F,1.67,63.96
F,1.53,37.28
F,1.5,41.06
F,1.73,80.54
F,1.59,48.08
F,1.64,64.53
F,1.61,62.59
F,1.59,54.26
F,1.68,70.86
F,1.64,72.92
F,1.67,62.35
F,1.68,70.26
F,1.63,66.77
F,1.6,60.39
F,1.59,66.13
F,1.61,70.52
F,1.69,75.69
F,1.68,67.92
F,1.64,61.41
F,1.63,65.02
F,1.66,72.18
F,1.69,72.34
F,1.52,50.37
F,1.63,62.51
F,1.66,74.62
F,1.62,55.97
F,1.61,69.48
F,1.74,69.54
F,1.71,79.51
F,1.66,71.28
F,1.71,73.01
F,1.65,64.64
F,1.74,77.97
F,1.59,53.23
F,1.63,60.8
F,1.7,60.9
F,1.62,61.53
F,1.62,62.98
F,1.55,53.13
F,1.58,62.89
F,1.62,62.22
F,1.7,68.59
F,1.57,51.69
F,1.57,54.97
F,1.65,74.36
F,1.52,50.45
F,1.49,44.68
F,1.56,59.73
F,1.68,73.02
F,1.71,71.09
F,1.67,72.29
F,1.59,62.71
F,1.59,51.19
F,1.53,53.86
F,1.63,66.86
F,1.61,63.36
F,1.53,51.37
F,1.66,66.83
F,1.63,63.29
F,1.72,64.06
F,1.55,56.23
F,1.61,67.24
F,1.42,35.33
F,1.54,45.89
F,1.66,61.19
F,1.52,53.47
F,1.65,67.29
F,1.53,46.35
F,1.52,50.86
F,1.52,44.11
F,1.62,63.32
F,1.65,65.97
F,1.55,53.0
F,1.68,67.32
F,1.58,63.04
F,1.71,65.73
F,1.63,59.79
F,1.66,68.73
F,1.6,60.28
F,1.77,81.07
F,1.54,51.65
F,1.59,56.55
F,1.62,61.97
F,1.7,70.13
F,1.58,54.85
F,1.5,59.49
F,1.48,51.66
F,1.52,50.25
F,1.58,59.82
F,1.55,55.79
F,1.69,69.65
F,1.54,52.73
F,1.66,72.16
F,1.52,52.18
F,1.67,59.54
F,1.63,58.03
F,1.64,58.56
F,1.62,58.19
F,1.55,56.48
F,1.77,80.2
F,1.63,59.26
F,1.7,70.87
F,1.48,43.14
F,1.63,70.02
F,1.71,74.2
F,1.7,64.75
F,1.54,54.41
F,1.65,60.33
F,1.52,54.37
F,1.66,74.91
F,1.6,61.2
F,1.55,59.67
F,1.57,63.26
F,1.64,62.49
F,1.45,45.07
F,1.67,70.35
F,1.67,68.88
F,1.67,73.81
F,1.52,48.82
F,1.63,55.76
F,1.63,66.49
F,1.78,75.99
F,1.71,68.62
F,1.54,49.2
F,1.65,51.58
F,1.59,58.64
F,1.6,57.68
F,1.64,61.99
F,1.59,56.44
F,1.64,68.98
F,1.61,60.83
F,1.77,79.22
F,1.6,57.46
F,1.67,64.47
F,1.57,62.04
F,1.51,53.91
F,1.57,51.77
F,1.65,66.0
F,1.69,70.71
F,1.61,66.66
F,1.52,54.54
F,1.66,68.94
F,1.63,62.81
F,1.65,58.16
F,1.68,70.25
F,1.62,60.99
F,1.64,60.9
F,1.64,66.4
F,1.52,42.89
F,1.58,56.37
F,1.64,65.06
F,1.59,47.19
F,1.58,56.26
F,1.67,64.75
F,1.75,66.7
F,1.55,48.74
F,1.52,56.14
F,1.75,69.38
F,1.56,48.74
F,1.59,64.05
F,1.64,59.26
F,1.53,63.39
F,1.69,70.65
F,1.6,60.62
F,1.66,54.81
F,1.65,66.72
F,1.53,49.11
F,1.68,70.08
F,1.72,73.28
F,1.62,69.95
F,1.57,58.76
F,1.66,71.52
F,1.64,64.2
F,1.58,56.04
F,1.62,75.55
F,1.64,64.87
F,1.58,60.13
F,1.72,74.55
F,1.52,43.37
F,1.56,53.61
F,1.77,78.93
F,1.61,57.39
F,1.61,69.26
F,1.58,60.12
F,1.5,45.91
F,1.53,45.03
F,1.7,73.0
F,1.63,67.24
F,1.67,68.86
F,1.63,62.96
F,1.59,60.06
F,1.54,56.44
F,1.65,63.52
F,1.57,62.29
F,1.54,59.97
F,1.66,66.32
F,1.65,74.41
F,1.65,64.58
F,1.61,56.05
F,1.6,57.85
F,1.57,55.52
F,1.55,64.18
F,1.68,76.07
F,1.77,85.17
F,1.71,67.41
F,1.63,61.03
F,1.63,64.0
F,1.53,55.4
